,classcode,oneway,streetname,cnn,from_cnn,to_cnn,from_cnn_coords,to_cnn_coords,length
8962,5,B,POLK ST,10570000,25221000,25301000,"[-122.42068738313795, 37.79057825912893]","[-122.42087318399625, 37.79149585506789]",103.265139447
8963,5,B,LAGUNA ST,7974000,26569000,26578000,"[-122.42980398201847, 37.79397724508141]","[-122.42998927660287, 37.79489493728752]",103.268570079
8964,5,T,14TH ST,593000,25871000,25874000,"[-122.42669318356933, 37.767869019056114]","[-122.42786499765977, 37.767792687941295]",103.286070435
8965,5,B,POWELL ST,10676000,24894000,24904000,"[-122.40785252027197, 37.78549156022919]","[-122.4080362362706, 37.786409613741725]",103.286766236
8966,5,B,POLK ST,10575000,25316000,25315000,"[-122.42158275547024, 37.79502734546974]","[-122.42176816690231, 37.795945402874935]",103.310226241
8967,4,B,TARAVAL ST,12424000,23503000,23506000,"[-122.50569098783755, 37.74171620535813]","[-122.5068654521371, 37.74167301641301]",103.31796894
8968,5,B,OCTAVIA ST,9896000,26570000,26571000,"[-122.42815905012174, 37.79418740132098]","[-122.42834448364005, 37.7951056107781]",103.327246701
8969,1,F,I-80 WESTBOUND,19383000,50066000,50067000,"[-122.39194021409057, 37.785295937151126]","[-122.3928944731709, 37.78475170294431]",103.349724557
8970,5,B,JERROLD AVE,7504000,20822000,33752000,"[-122.40269801227859, 37.74633409354118]","[-122.40324798741133, 37.747156197781734]",103.350829845
8971,3,T,GENEVA AVE,6137101,22050000,21486000,"[-122.4416228406476, 37.71725817332347]","[-122.44101956237701, 37.7164595454273]",103.384875569
8972,3,F,GENEVA AVE,6137201,22050000,21486000,"[-122.4416228406476, 37.71725817332347]","[-122.44101956237701, 37.7164595454273]",103.384875569
8973,4,B,GOUGH ST,6343000,26567000,26568000,"[-122.42651400137468, 37.79439754808162]","[-122.42669959984339, 37.79531627166491]",103.385940603
8974,5,B,KIRKHAM ST,7888000,27941000,27945000,"[-122.50793631282052, 37.75846589203871]","[-122.50911129030335, 37.75841445368564]",103.38630916
8975,5,B,TOPEKA AVE,12650000,20615000,20533000,"[-122.3976894717026, 37.733278115275276]","[-122.3968653774218, 37.73261417904527]",103.387759598
8976,4,B,FILLMORE ST,5558000,26657000,26670000,"[-122.43473366334814, 37.7933472849143]","[-122.43491932664874, 37.794266033246764]",103.3895906
8977,4,B,LOMBARD ST,8466000,27000000,27001000,"[-122.44482786489469, 37.79883962875373]","[-122.44597388716247, 37.79862601890017]",103.391236337
8978,5,B,GARCES DR,5997000,22568000,22570000,"[-122.48327489280341, 37.71624646194498]","[-122.48444820476247, 37.71617776517324]",103.422786269
8979,4,B,STANYAN ST,12091000,26434000,26433000,"[-122.45353687537728, 37.76916522481252]","[-122.45335228880525, 37.76824602503421]",103.425132482
8980,4,F,FRANKLIN ST,5831000,26549000,26555000,"[-122.42487188977415, 37.79460729574736]","[-122.4250573045615, 37.79552657790102]",103.444688952
8981,2,T,VAN NESS AVE,13158101,25225000,26536000,"[-122.42232895509433, 37.79036965947266]","[-122.42251494418696, 37.79128889122602]",103.447255878
8982,2,F,VAN NESS AVE,13158201,25225000,26536000,"[-122.42232895509433, 37.79036965947266]","[-122.42251494418696, 37.79128889122602]",103.447255878
8983,5,B,SYDNEY WAY,12362000,22424000,22443000,"[-122.45336484161511, 37.74459289585638]","[-122.45452283700598, 37.74476157427764]",103.467185753
8984,5,B,GREEN ST,6438001,34014000,24811000,"[-122.39913024252164, 37.80089647712546]","[-122.40025046294417, 37.800607120710595]",103.483544725
8985,5,T,MASON ST,8801000,24900000,24913000,"[-122.40949752578412, 37.78528291727947]","[-122.40968307215795, 37.78620266476212]",103.497896602
8986,2,T,VAN NESS AVE,13163101,26548000,26547000,"[-122.42322714729895, 37.79481735529184]","[-122.42341305525451, 37.795737109271855]",103.50328175
8987,2,F,VAN NESS AVE,13163201,26548000,26547000,"[-122.42322714729895, 37.79481735529184]","[-122.42341305525451, 37.795737109271855]",103.50328175
8988,0,B,NIANTIC AVE,9601000,52039000,51135000,"[-122.46821918955393, 37.70893627980107]","[-122.46894428445047, 37.7082024325184]",103.507621718
8989,4,T,CLAY ST,4083000,24694000,24703000,"[-122.40032933170119, 37.795013149786605]","[-122.4014875806511, 37.79483949880305]",103.522681036
8990,5,B,21ST ST,1118000,25635000,25661000,"[-122.42561221586101, 37.756631382806155]","[-122.42678718508, 37.75656060891938]",103.529179411
8991,4,T,POTRERO AVE,10667101,24000000,23967000,"[-122.4067997366996, 37.757762057904536]","[-122.4066990016036, 37.756833734722186]",103.538962128
8992,4,F,POTRERO AVE,10667201,24000000,23967000,"[-122.4067997366996, 37.757762057904536]","[-122.4066990016036, 37.756833734722186]",103.538962128
8993,5,B,JERSEY ST,7507000,25613000,25612000,"[-122.42507570034108, 37.75103315139997]","[-122.42625074286595, 37.75096238826819]",103.543299478
8994,4,F,FRANKLIN ST,5818000,25213000,25216000,"[-122.42302755224651, 37.785482243712195]","[-122.42321387189538, 37.78640231957549]",103.544636295
8995,4,B,TWIN PEAKS BLVD,12759000,26199000,26198000,"[-122.44643363714088, 37.76100671894486]","[-122.44695281718637, 37.760170128919505]",103.552466683
8996,4,B,GREAT HWY,8523000,23497000,23495000,"[-122.50631413911336, 37.737022729932754]","[-122.50619398161635, 37.7360956877212]",103.557452352
8997,0,B,COMMERCIAL ST,4311000,24698000,24700000,"[-122.40023937380799, 37.79457524233044]","[-122.40140379700415, 37.79442684630877]",103.572248376
8998,3,T,MARKET ST,8760102,30759000,30757000,"[-122.42397338433294, 37.77136900590822]","[-122.42485259870135, 37.77074774554478]",103.589374966
8999,5,B,WHITNEY YOUNG CIR,13618000,33143000,33204000,"[-122.3834076128344, 37.73323651707482]","[-122.38454743199354, 37.733473955339086]",103.589914807
9000,4,B,ARGUELLO BLVD,2429000,27204000,27191000,"[-122.45843527243528, 37.7752397636941]","[-122.45837109872876, 37.77430889544074]",103.596304568
9001,5,B,STEINER ST,12146000,26672000,26671000,"[-122.43638103462622, 37.79313672049741]","[-122.43656720332699, 37.794057579763596]",103.62823945
9002,4,F,FRANKLIN ST,5826000,26500000,26537000,"[-122.42397496504285, 37.79016047142607]","[-122.42416146183892, 37.791081304030754]",103.629967278
9003,5,B,22ND ST,1199000,25631000,25656000,"[-122.42545718011584, 37.75502907909482]","[-122.42663400783238, 37.754962268353054]",103.661748947
9004,5,F,SACRAMENTO ST,11223000,24692000,24701000,"[-122.40014877889791, 37.79413423497556]","[-122.4013145043245, 37.79398706330234]",103.664194161
9005,4,B,FILLMORE ST,5544000,26044000,26586000,"[-122.4323289820351, 37.7814283716289]","[-122.43251538349982, 37.78234963516804]",103.67623666
9006,5,B,CYRIL MAGNIN ST,4571000,24895000,24905000,"[-122.4086670842067, 37.78538824884349]","[-122.40894102801268, 37.786295916639006]",103.694253764
9007,5,B,SANTA YNEZ AVE,11598000,22067000,22073000,"[-122.43933877801003, 37.72415911100757]","[-122.44031650181478, 37.72468140915014]",103.701526015
9008,5,F,TAYLOR ST,12429000,24926000,24942000,"[-122.41113980108966, 37.78507459648476]","[-122.41132558183087, 37.78599623589621]",103.708763883
9009,5,B,15TH AVE,617000,27165000,27164000,"[-122.47196212125804, 37.75904551321593]","[-122.47157441810089, 37.758163783771415]",103.733945495
9010,5,B,HALLECK ST,6632000,24684000,24689000,"[-122.40005825901399, 37.793693587709264]","[-122.40122459130797, 37.79354421257738]",103.756314702
9011,5,B,WILLARD ST,13642000,26309000,26308000,"[-122.45440402253234, 37.765232926721744]","[-122.45421726502765, 37.764310945513145]",103.760527009
9012,5,B,CHURCH ST,4012000,25726000,25725000,"[-122.4286651291497, 37.76450761314199]","[-122.4285751062159, 37.76357633337147]",103.790303223
9013,5,B,TAYLOR ST,12459000,25520000,25468000,"[-122.41468120668225, 37.80262114833126]","[-122.41487678510425, 37.80354232504036]",103.796227958
9014,5,B,KEY AVE,7819000,20264000,20466000,"[-122.39599490992387, 37.71893208952557]","[-122.39695435177681, 37.71947657892618]",103.796624613
9015,5,B,DUNCAN ST,5006000,22015000,22022000,"[-122.4335453793361, 37.74568668698353]","[-122.43472288829037, 37.745611601231325]",103.804349061
9016,5,B,BAKER ST,2606000,26319000,26350000,"[-122.44073514742749, 37.772712873893866]","[-122.44092179243542, 37.77363529630833]",103.807083943
9017,5,B,47TH AVE,2058000,23494000,23492000,"[-122.50536250933628, 37.73706786131342]","[-122.5052966023267, 37.73613514097891]",103.810358441
9018,4,T,GOUGH ST,6338000,26508000,26542000,"[-122.42561605334137, 37.78995188585797]","[-122.42580214420946, 37.79087442795648]",103.811941623
9019,5,B,FRONT ST,5873000,24799000,24800000,"[-122.39968566396888, 37.79780663135923]","[-122.39987345836933, 37.79872900135363]",103.816435885
9020,5,B,TRAINOR ST,12671000,33029000,24337000,"[-122.41449443775282, 37.76953577726796]","[-122.4145400709449, 37.768602195114084]",103.821836428
9021,3,T,MISSION ST,9175101,21737000,22049000,"[-122.4395003750605, 37.71846722595782]","[-122.44010660688737, 37.71766530934578]",103.8313306
9022,3,F,MISSION ST,9175201,21737000,22049000,"[-122.4395003750605, 37.71846722595782]","[-122.44010660688737, 37.71766530934578]",103.8313306
9023,5,B,COSTA ST,4460000,20821000,20827000,"[-122.4057700860303, 37.74452751180793]","[-122.40689586128971, 37.74481179550239]",103.845712709
9024,3,F,LINCOLN WAY,8342202,33560000,27194000,"[-122.45993148799815, 37.76634884013646]","[-122.46108954393853, 37.766161081589956]",103.848376331
9025,3,T,GOUGH ST,6328001,26490000,26492000,"[-122.42410820080043, 37.78247705147927]","[-122.42429481284447, 37.783399858452356]",103.848483199
9026,4,B,16TH ST,737000,25706000,25724000,"[-122.42638170847111, 37.76464568809116]","[-122.42756044872623, 37.76457441714078]",103.852550042
9027,5,B,CALIFORNIA ST,3527000,24675000,24685000,"[-122.39995873585032, 37.79320910184507]","[-122.40112634167619, 37.793060300929774]",103.857194058
9028,5,B,POLK ST,10584000,26690000,26702000,"[-122.42308780532277, 37.80248973637193]","[-122.42327496182804, 37.80341263965981]",103.865904314
9029,5,B,PIERCE ST,10438000,26675000,26674000,"[-122.43802223340725, 37.79292692108557]","[-122.43820890504219, 37.79384988321132]",103.865968595
9030,5,B,HOLLIS ST,6955000,26517000,26518000,"[-122.43005078188197, 37.78267240281667]","[-122.43023750072227, 37.783595357532235]",103.866168998
9031,5,B,BAKER ST,2621000,26827000,26828000,"[-122.44375326647229, 37.78764720997932]","[-122.4439400183321, 37.78857019058907]",103.86929396
9032,5,B,RESTANI WAY,10966000,51089000,22081000,"[-122.4437779860147, 37.718094412650416]","[-122.44294876843416, 37.717428389388935]",103.879294101
9033,5,F,MERCHANT ST,8984000,24699000,24704000,"[-122.4004126846612, 37.79544849782309]","[-122.40158235985568, 37.795306296170445]",103.919483312
9034,0,B,KEARNY ST,7771000,50353000,50339000,"[-122.40620809188476, 37.80177678539089]","[-122.40639797756334, 37.80270007537887]",103.946527088
9035,4,B,PRESIDIO AVE,10765000,26849000,26846000,"[-122.44697416600519, 37.78818646042092]","[-122.44679277977336, 37.78726185336258]",103.974549031
9036,5,B,LAGUNA ST,7957000,25959000,25962000,"[-122.42701675661999, 37.78019303049949]","[-122.4272027558863, 37.78111712709538]",103.981609969
9037,5,B,OCTAVIA ST,9893000,26529000,26557000,"[-122.42726040692688, 37.789742859830305]","[-122.42744775491478, 37.79066690670631]",103.994494154
9038,4,F,SANSOME ST,11558000,24833000,30718000,"[-122.40278966477051, 37.801242172092344]","[-122.40297367642093, 37.80216674954752]",104.006397781
9039,5,B,LARKIN ST,8148000,25312000,25314000,"[-122.42031688345222, 37.79710887612095]","[-122.42050128343182, 37.79803346183526]",104.012747693
9040,5,B,VALENCIA ST,13057002,54188000,24377000,"[-122.42213443459113, 37.76747292134763]","[-122.42204381334483, 37.766539576203805]",104.023137217
9041,0,B,INGALLS ST,7215000,51882000,51831000,"[-122.3748935949522, 37.7392750010848]","[-122.37558104060383, 37.73851287398994]",104.029941866
9042,5,T,WEBSTER ST,13536101,25974000,26585000,"[-122.43060919915708, 37.78164558430864]","[-122.43079788101689, 37.78256988870245]",104.041630749
9043,5,F,WEBSTER ST,13536201,25974000,26585000,"[-122.43060919915708, 37.78164558430864]","[-122.43079788101689, 37.78256988870245]",104.041630749
9044,5,B,PARSONS ST,10299000,27200000,27198000,"[-122.45544066909349, 37.775611297775114]","[-122.45525254425081, 37.77468690591446]",104.043693352
9045,4,F,SANSOME ST,11556000,24820000,24822000,"[-122.40242066671794, 37.79938214066981]","[-122.40260412429639, 37.80030712974965]",104.044104201
9046,3,T,VAN NESS AVE,13171101,26695000,26706000,"[-122.42473125949576, 37.80228098349841]","[-122.42491880399534, 37.80320550850172]",104.049245123
9047,3,F,VAN NESS AVE,13171201,26695000,26706000,"[-122.42473125949576, 37.80228098349841]","[-122.42491880399534, 37.80320550850172]",104.049245123
9048,5,B,BRODERICK ST,3195000,26072000,26073000,"[-122.44002692196038, 37.77758676774629]","[-122.44021333458743, 37.77851146363892]",104.053177538
9049,5,B,LYON ST,8560000,26374000,26375000,"[-122.44332105494782, 37.77716444631881]","[-122.4435069202257, 37.778089213444794]",104.053456083
9050,5,B,STOCKTON ST,12214000,25365000,25366000,"[-122.40918981819893, 37.800445060695004]","[-122.40936911709206, 37.801370655738076]",104.054721706
9051,4,F,PINE ST,10455000,24671000,24686000,"[-122.39976335295385, 37.79225794809106]","[-122.40093308172783, 37.7921084035694]",104.0557163
9052,5,B,BENTON AVE,2925000,33323000,21675000,"[-122.42626595575292, 37.73251804082934]","[-122.42515395211933, 37.73283977416448]",104.064039368
9053,5,B,BENTON AVE,2926000,33323000,21675000,"[-122.42626595575292, 37.73251804082934]","[-122.42515395211933, 37.73283977416448]",104.064039368
9054,5,B,04TH ST,19983000,34169000,34170000,"[-122.39137353233221, 37.772830995219664]","[-122.39128424800664, 37.77189717672057]",104.066624703
9055,3,T,03RD ST,185101,23579000,34157000,"[-122.38971674031366, 37.77293079486964]","[-122.3896114827105, 37.7719979380633]",104.075310382
9056,3,F,03RD ST,185201,23579000,34157000,"[-122.38971674031366, 37.77293079486964]","[-122.3896114827105, 37.7719979380633]",104.075310382
9057,4,F,SANSOME ST,11554000,24760000,30039000,"[-122.40204098275282, 37.7975049444318]","[-122.4022286397497, 37.798429701609706]",104.076452459
9058,5,B,SCOTT ST,11717000,26978000,26990000,"[-122.44136827372198, 37.8011256996524]","[-122.44155901918089, 37.80205025989717]",104.098002129
9059,4,B,FILLMORE ST,5538000,25953000,25957000,"[-122.43119860944957, 37.77583434152664]","[-122.43138442334099, 37.77675967783455]",104.115262092
9060,5,B,SCOTT ST,11695000,26075000,26616000,"[-122.43726005806136, 37.78080177058662]","[-122.43744643066407, 37.781727078869295]",104.11971756
9061,5,B,BRODERICK ST,3206000,26822000,26823000,"[-122.4421095251934, 37.78785557340597]","[-122.44229733198975, 37.78878074866845]",104.124750012
9062,5,B,BRODERICK ST,3190000,26036000,26058000,"[-122.43908860029659, 37.77292198175639]","[-122.43927679832396, 37.7738471196791]",104.126631097
9063,3,T,GUERRERO ST,6576103,54191000,25701000,"[-122.42429926350984, 37.76734223403116]","[-122.42425811343622, 37.76640576724979]",104.127741839
9064,4,F,LEAVENWORTH ST,8242000,25139000,25153000,"[-122.41443019829092, 37.78465714109675]","[-122.41461720772415, 37.7855824744982]",104.131146568
9065,5,B,FRONT ST,5875000,24805000,24811000,"[-122.40006607867394, 37.7996814143345]","[-122.40025046294417, 37.800607120710595]",104.135462774
9066,5,B,DUNCAN ST,5010000,22038000,22314000,"[-122.44008804874748, 37.74529603550851]","[-122.44127034280935, 37.74523093872986]",104.14101621
9067,5,B,TAYLOR ST,12441000,25088000,25093000,"[-122.41246088169738, 37.79162707522354]","[-122.41264965727603, 37.792552336754994]",104.147589885
9068,5,B,LYON ST,8569000,26843000,26847000,"[-122.44540219704338, 37.78743816558382]","[-122.44558863633729, 37.78836375182852]",104.150911718
9069,5,T,DAVIS ST,4606000,24568000,24573000,"[-122.39760833256526, 37.79350860390523]","[-122.39779625629569, 37.79443400693444]",104.151167811
9070,5,B,DRUMM ST,4970000,30049000,24574000,"[-122.39639041504749, 37.79366377811636]","[-122.39658591293953, 37.79458821656628]",104.152889123
9071,5,B,LARKIN ST,8153000,25557000,25566000,"[-122.42106329944528, 37.80083381033372]","[-122.42125755799609, 37.801758416880574]",104.153162563
9072,5,B,STEINER ST,12125000,26041000,26040000,"[-122.43282972812246, 37.77562608860878]","[-122.43302849899753, 37.77655012247573]",104.157038214
9073,4,B,07TH AVE,359000,27151000,27149000,"[-122.4642373753811, 37.765066770366275]","[-122.46417202268564, 37.76413086990605]",104.160384506
9074,5,B,SCOTT ST,11708000,26857000,26856000,"[-122.4396658862872, 37.792722754905704]","[-122.43985340574093, 37.7936483224882]",104.163632505
9075,5,B,LAGUNA ST,7969000,26533000,26556000,"[-122.42890530928547, 37.78953374045435]","[-122.42909226863561, 37.79045949924243]",104.176962185
9076,3,T,DIVISADERO ST,4798101,26011000,26026000,"[-122.43684894274284, 37.77034289669315]","[-122.43704561216414, 37.7712674238973]",104.18052521
9077,3,F,DIVISADERO ST,4798201,26011000,26026000,"[-122.43684894274284, 37.77034289669315]","[-122.43704561216414, 37.7712674238973]",104.18052521
9078,4,T,INDUSTRIAL ST,7205102,20757000,20753000,"[-122.40195743520863, 37.739301543637026]","[-122.40307582465171, 37.7389904170977]",104.186156474
9079,5,B,47TH AVE,2057000,23500000,23494000,"[-122.50542865876044, 37.738003993971276]","[-122.50536250933628, 37.73706786131342]",104.190147115
9080,5,B,ARNOLD AVE,2502000,21229000,21228000,"[-122.41960634827467, 37.73502729493447]","[-122.41966664488147, 37.734090903733716]",104.191419626
9081,5,B,JONES ST,7578000,25091000,25094000,"[-122.41410730379091, 37.791416479001995]","[-122.41429326453009, 37.7923426103685]",104.204003015
9082,3,B,DIVISADERO ST,4822000,26858000,26864000,"[-122.44133285859841, 37.79251064664141]","[-122.4415204786609, 37.79343659240248]",104.206533353
9083,4,T,BATTERY ST,2762000,24707000,30765000,"[-122.40086317552608, 37.79765414022557]","[-122.40105129301537, 37.79858005415872]",104.209774109
