,classcode,oneway,streetname,cnn,from_cnn,to_cnn,from_cnn_coords,to_cnn_coords,length
13027,5,B,FLORIDA ST,5626000,23995000,23992000,"[-122.41052654536064, 37.75753872304842]","[-122.41037335376922, 37.755941773414314]",177.970857605
13028,5,B,CRESCENT AVE,4484000,21820000,21819000,"[-122.42470256172851, 37.735369870616424]","[-122.42268790929957, 37.73520496972101]",177.99932147
13029,5,B,ALABAMA ST,2115000,23996000,23993000,"[-122.41142437034318, 37.75748490212074]","[-122.41127261961053, 37.755887568572376]",178.003872383
13030,5,B,CAPP ST,3677000,24130000,24084000,"[-122.41796470514254, 37.75869827257381]","[-122.41781189942066, 37.757100931980126]",178.011602818
13031,3,F,GUERRERO ST,6585201,25607000,25603000,"[-122.42302846439841, 37.75356918080204]","[-122.42287883266924, 37.7519716252523]",178.014679025
13032,5,F,AMES ST,2258000,25628000,25624000,"[-122.42391320708309, 37.75673370160985]","[-122.42375718834938, 37.75513652045458]",178.01547696
13033,5,B,SAN JOSE AVE,11430000,24104000,24103000,"[-122.42159515155309, 37.75204680974565]","[-122.42143758598564, 37.750449694596675]",178.018748739
13034,5,B,TREAT AVE,12687000,23999000,23997000,"[-122.41344685361885, 37.75736346265678]","[-122.41329404948372, 37.75576591376167]",178.03469218
13035,3,B,SOUTH VAN NESS AVE,12027000,24128000,24083000,"[-122.41687248135196, 37.758764228883656]","[-122.41671959391633, 37.75716664256798]",178.039371526
13036,3,T,DOLORES ST,4876101,25631000,25617000,"[-122.42545718011584, 37.75502907909482]","[-122.4253026163964, 37.75343159137815]",178.03967029
13037,3,F,DOLORES ST,4876201,25631000,25617000,"[-122.42545718011584, 37.75502907909482]","[-122.4253026163964, 37.75343159137815]",178.03967029
13038,5,B,HOMESTEAD ST,7019000,26081000,26080000,"[-122.43954726859167, 37.75096277998391]","[-122.43939026117356, 37.74936537025959]",178.047593521
13039,5,B,HARRISON ST,6758000,23975000,21174000,"[-122.41174622487837, 37.75103389465322]","[-122.41159284436033, 37.74943623121696]",178.051297059
13040,3,T,DOLORES ST,4870101,25684000,25683000,"[-122.42607650182158, 37.76142713351037]","[-122.42592030204635, 37.75982961338027]",178.054191901
13041,3,F,DOLORES ST,4870201,25684000,25683000,"[-122.42607650182158, 37.76142713351037]","[-122.42592030204635, 37.75982961338027]",178.054191901
13042,5,F,LILAC ST,8331000,24074000,24071000,"[-122.41787692020237, 37.75227136596863]","[-122.41772628872792, 37.750673508918275]",178.054616684
13043,5,B,VALLEY ST,13125000,21348000,21347000,"[-122.4224388458281, 37.74475879633867]","[-122.42445920823732, 37.74463599859016]",178.056478496
13044,5,B,POPLAR ST,10602000,24107000,24098000,"[-122.42114296869015, 37.7520744351269]","[-122.42098538223625, 37.75047697200747]",178.057442208
13045,5,B,FOLSOM ST,5692000,24134000,24126000,"[-122.41515508583029, 37.763696766446344]","[-122.41499861706703, 37.7620991612851]",178.065403061
13046,5,B,SHOTWELL ST,11838000,24124000,24080000,"[-122.41577929789688, 37.75883023209602]","[-122.4156261973424, 37.7572324094014]",178.066976782
13047,1,F,I-80 EASTBOUND,19365000,50068000,50065000,"[-122.39343711823223, 37.78445912359254]","[-122.39179286682001, 37.785396881262216]",178.078954798
13048,5,T,BARTLETT ST,2744000,24096000,24092000,"[-122.41970544808633, 37.753769700757594]","[-122.41955736571047, 37.75217141311234]",178.085811294
13049,5,B,FOLSOM ST,5695000,24122000,24079000,"[-122.41469003061505, 37.75889598938509]","[-122.4145414679078, 37.75729764405118]",178.095226707
13050,5,B,VALENCIA ST,13073000,24101000,24097000,"[-122.42066480114893, 37.75210364573698]","[-122.42050700573188, 37.75050582597077]",178.098382582
13051,5,B,TREAT AVE,12691000,23980000,23981000,"[-122.41283855448924, 37.75096808861166]","[-122.41268719396827, 37.749369822942285]",178.104688096
13052,5,T,OAKWOOD ST,9803000,25680000,25681000,"[-122.42502485545357, 37.76149115706543]","[-122.424863196861, 37.75989351959956]",178.104790773
13053,5,B,EUREKA ST,5320000,25781000,25780000,"[-122.43795911602952, 37.75749071849302]","[-122.43780335396492, 37.75589270790453]",178.105629422
13054,5,B,FOLSOM ST,5696000,24079000,24077000,"[-122.4145414679078, 37.75729764405118]","[-122.41438760136715, 37.755699464556365]",178.111629183
13055,5,B,MARTIN LUTHER KING JR DR,11984000,27252000,27254000,"[-122.46642795394955, 37.766475895142115]","[-122.46700443088115, 37.768012599943994]",178.117004596
13056,5,B,SHOTWELL ST,11839000,24080000,24078000,"[-122.4156261973424, 37.7572324094014]","[-122.41547327380587, 37.75563410835617]",178.118829866
13057,5,B,TREAT AVE,12686000,24036000,23999000,"[-122.4135997481705, 37.75896179811979]","[-122.41344685361885, 37.75736346265678]",178.122427906
13058,4,B,MISSION ST,9127000,24073000,21306000,"[-122.41828786979659, 37.75063964935583]","[-122.41813525167909, 37.7490412875061]",178.123635506
13059,5,B,CHATTANOOGA ST,3909000,25661000,25656000,"[-122.42678718508, 37.75656060891938]","[-122.42663400783238, 37.754962268353054]",178.124901096
13060,3,B,SOUTH VAN NESS AVE,12028000,24083000,24081000,"[-122.41671959391633, 37.75716664256798]","[-122.41656664078381, 37.7555682781365]",178.126050654
13061,5,B,LUCKY ST,8530000,23982000,23983000,"[-122.41336451476514, 37.75093639977902]","[-122.41321288436066, 37.74933791997892]",178.130189449
13062,5,B,CAPP ST,3678000,24084000,24082000,"[-122.41781189942066, 37.757100931980126]","[-122.41765899261671, 37.755502498420185]",178.133404558
13063,3,F,SLOAT BLVD,11953201,23166000,23217000,"[-122.47945964793091, 37.73453253635734]","[-122.48148662464175, 37.734536564852725]",178.139037137
13064,5,F,LILAC ST,8332000,24071000,24072000,"[-122.41772628872792, 37.750673508918275]","[-122.41756763870781, 37.74907536365878]",178.140324422
13065,4,B,MISSION ST,9123000,24113000,24111000,"[-122.41890102845153, 37.75703540174397]","[-122.41874757422495, 37.75543693665599]",178.140532586
13066,5,F,OSAGE ALY,10040000,24085000,24086000,"[-122.4188613926072, 37.75060506815538]","[-122.41870996030627, 37.749006381116835]",178.151857918
13067,5,B,HARRISON ST,6753000,24035000,23998000,"[-122.41250093029505, 37.75902814619703]","[-122.41234804054682, 37.75742952394421]",178.154173995
13068,5,B,CAPP ST,3682000,24068000,21305000,"[-122.41720090562451, 37.75070518355431]","[-122.41704884517297, 37.74910650610733]",178.154924417
13069,5,B,ORANGE ALY,9963000,24093000,24090000,"[-122.4200841502818, 37.75213917808464]","[-122.41993366352418, 37.75054040505222]",178.155181465
13070,5,B,FOLSOM ST,5700000,23984000,21178000,"[-122.41392577342944, 37.750902580720755]","[-122.41377062756374, 37.74930406840697]",178.15716157
13071,5,B,EUREKA ST,5323000,25766000,25767000,"[-122.4376485345727, 37.75429554916235]","[-122.4374935880379, 37.75269700229204]",178.159603463
13072,3,T,GUERRERO ST,6580101,25677000,25676000,"[-122.42380067089667, 37.761565673141476]","[-122.42364130764481, 37.75996737604093]",178.16189849
13073,3,F,GUERRERO ST,6580201,25677000,25676000,"[-122.42380067089667, 37.761565673141476]","[-122.42364130764481, 37.75996737604093]",178.16189849
13074,5,B,CYPRESS ST,4568000,24066000,24067000,"[-122.41667150691671, 37.75073709688912]","[-122.41651851483284, 37.7491383394751]",178.169942737
13075,3,F,GUERRERO ST,6583201,25627000,25623000,"[-122.42333060586175, 37.75676878101776]","[-122.42318100015704, 37.755169794049934]",178.173100887
13076,5,B,HARTFORD ST,6767000,25792000,25788000,"[-122.43390357936867, 37.76095473882985]","[-122.43374454453256, 37.75935630750701]",178.174512106
13077,5,B,BARTLETT ST,2746000,24087000,21342000,"[-122.4193996820496, 37.75057260811634]","[-122.41924664111505, 37.74897378284833]",178.177787672
13078,5,B,WESTWOOD DR,13590000,22636000,22637000,"[-122.4590334986346, 37.727584208031686]","[-122.45894847392161, 37.72918625467137]",178.184387844
13079,5,B,HORACE ST,7024000,24057000,24058000,"[-122.41449012652342, 37.75086857262645]","[-122.41433563761477, 37.74926977260243]",178.184633437
13080,3,B,SOUTH VAN NESS AVE,12032000,24062000,21296000,"[-122.4161076204485, 37.75077108714643]","[-122.41595464233595, 37.749172182980914]",178.186110964
13081,5,B,VIRGIL ST,13311000,24060000,24061000,"[-122.41554157461822, 37.750805205326046]","[-122.41538857991657, 37.749206155805076]",178.202327069
13082,5,B,ORANGE ALY,9964000,24090000,24091000,"[-122.41993366352418, 37.75054040505222]","[-122.41978060060033, 37.74894134722464]",178.203703437
13083,5,T,BARTLETT ST,2745000,24092000,24087000,"[-122.41955736571047, 37.75217141311234]","[-122.4193996820496, 37.75057260811634]",178.20676965
13084,5,B,VALENCIA ST,13072000,24106000,24101000,"[-122.4208121358867, 37.75370309363743]","[-122.42066480114893, 37.75210364573698]",178.20961765
13085,5,B,SHOTWELL ST,11843000,24059000,21293000,"[-122.41501433108752, 37.750836981534384]","[-122.41486124837927, 37.74923786626066]",178.210196071
13086,5,B,CAPP ST,3674000,24140000,24133000,"[-122.41848397495029, 37.76349643475179]","[-122.41827131924497, 37.76190156321904]",178.212191049
13087,5,T,LAPIDGE ST,8115000,24161000,24162000,"[-122.42241141959992, 37.76165022013131]","[-122.42225824779854, 37.76005095911525]",178.226787959
13088,5,T,POPLAR ST,10603000,24098000,24099000,"[-122.42098538223625, 37.75047697200747]","[-122.4208323012229, 37.748877691052456]",178.228548612
13089,5,B,ALABAMA ST,2114000,24028000,23996000,"[-122.41157984096948, 37.75908405565009]","[-122.41142437034318, 37.75748490212074]",178.230276961
13090,5,B,COLLINGWOOD ST,4271000,25812000,25775000,"[-122.4359566987716, 37.75922266237731]","[-122.435807989381, 37.75762309697625]",178.23138247
13091,5,B,VALENCIA ST,13074000,24097000,21346000,"[-122.42050700573188, 37.75050582597077]","[-122.42035371101287, 37.74890653092837]",178.231527283
13092,3,T,GUERRERO ST,6586101,25603000,25602000,"[-122.42287883266924, 37.7519716252523]","[-122.42272561086138, 37.75037224059837]",178.240952753
13093,3,F,GUERRERO ST,6586201,25603000,25602000,"[-122.42287883266924, 37.7519716252523]","[-122.42272561086138, 37.75037224059837]",178.240952753
13094,4,B,CASTRO ST,3791000,25813000,25811000,"[-122.43500070157815, 37.76088893302636]","[-122.43485368095365, 37.75928917091022]",178.242349516
13095,3,T,GUERRERO ST,6587101,25602000,21898000,"[-122.42272561086138, 37.75037224059837]","[-122.42257106199897, 37.74877289779677]",178.245182633
13096,3,F,GUERRERO ST,6587201,25602000,21898000,"[-122.42272561086138, 37.75037224059837]","[-122.42257106199897, 37.74877289779677]",178.245182633
13097,3,T,THE EMBARCADERO,12557101,24819000,34013000,"[-122.40197342701741, 37.80407225031381]","[-122.40343572548255, 37.80518490168159]",178.246657544
13098,3,F,THE EMBARCADERO,12557201,24819000,34013000,"[-122.40197342701741, 37.80407225031381]","[-122.40343572548255, 37.80518490168159]",178.246657544
13099,5,B,YORK ST,13774000,23951000,21124000,"[-122.40803684806943, 37.751256802178744]","[-122.40788435590083, 37.74965722561512]",178.257397384
13100,5,F,OSAGE ALY,10039000,24089000,24085000,"[-122.419017542584, 37.752204442085315]","[-122.4188613926072, 37.75060506815538]",178.25937851
13101,5,B,VALENCIA ST,13064000,24160000,24158000,"[-122.42157840071152, 37.7617009090587]","[-122.42142521261634, 37.76010129335106]",178.266197986
13102,5,B,EUREKA ST,5318000,25819000,25817000,"[-122.43826538199154, 37.76069231839223]","[-122.4381123548207, 37.75909265521429]",178.27040519
13103,5,B,CYPRESS ST,4567000,24069000,24066000,"[-122.41682609030204, 37.75233682915037]","[-122.41667150691671, 37.75073709688912]",178.28853923
13104,5,F,LEXINGTON ST,8318000,24156000,24155000,"[-122.42081273558243, 37.76174749338853]","[-122.42065953395536, 37.7601475536485]",178.302192482
13105,5,B,HAMPSHIRE ST,6656000,23965000,23954000,"[-122.40744856068268, 37.754506337248465]","[-122.40729118316077, 37.752906611962956]",178.306605721
13106,4,B,MISSION ST,9126000,24088000,24073000,"[-122.41844527058186, 37.75223945498633]","[-122.41828786979659, 37.75063964935583]",178.315698552
13107,4,B,BRYANT ST,3315000,23955000,21137000,"[-122.4089778469344, 37.75120079637172]","[-122.40882527998856, 37.74960064060905]",178.322073498
13108,5,T,SAN CARLOS ST,11404000,24150000,24148000,"[-122.42012816138376, 37.761789139619616]","[-122.41997494651449, 37.76018891016441]",178.334382511
13109,5,B,NATOMA ST,9519000,24368000,24369000,"[-122.41855593263575, 37.76835975114647]","[-122.41840273673704, 37.766759513389786]",178.335086373
13110,5,F,MINNA ST,9052000,24370000,24371000,"[-122.41922493205324, 37.76831934920634]","[-122.41907172182755, 37.76671911230772]",178.335086822
13111,5,B,JULIAN AVE,7698000,24373000,24182000,"[-122.42120988357964, 37.76819945228554]","[-122.42105663084556, 37.766599217933305]",178.33508816
13112,4,B,MISSION ST,9114000,24372000,24171000,"[-122.41998151207322, 37.76827365342923]","[-122.41982523426957, 37.76667360148145]",178.335134731
13113,3,B,SOUTH VAN NESS AVE,12020000,24342000,24341000,"[-122.4178021540689, 37.76840526869977]","[-122.41764545252381, 37.766805242281194]",178.335173677
13114,5,B,FOLSOM ST,5688000,24336000,24335000,"[-122.41561378131959, 37.768537386589976]","[-122.4154621276588, 37.76693705613517]",178.335184137
13115,5,B,SHOTWELL ST,11832000,24339000,24338000,"[-122.41670736846864, 37.7684713690684]","[-122.41654853786007, 37.76687147174092]",178.335405141
13116,5,F,LINDA ST,8388000,25674000,25672000,"[-122.42295533380333, 37.7616171208318]","[-122.42287938439149, 37.760013423686196]",178.335892544
13117,4,B,MISSION ST,9124000,24111000,24094000,"[-122.41874757422495, 37.75543693665599]","[-122.41859394516297, 37.753836587629586]",178.350469646
13118,5,B,AVENUE H,14132001,34085000,34107000,"[-122.3710791811052, 37.826937280594805]","[-122.37203174282138, 37.82835498705312]",178.35430954
13119,5,B,CAPP ST,3679000,24082000,24076000,"[-122.41765899261671, 37.755502498420185]","[-122.41750590084868, 37.75390205221186]",178.357670885
13120,3,B,SOUTH VAN NESS AVE,12025000,24132000,24129000,"[-122.41717893641471, 37.76196752866462]","[-122.41702581512229, 37.760367022763376]",178.364392344
13121,5,B,CAPP ST,3675000,24133000,24131000,"[-122.41827131924497, 37.76190156321904]","[-122.41811811900347, 37.760301061425075]",178.364461357
13122,4,B,MISSION ST,9120000,24149000,24145000,"[-122.41935926732549, 37.76183585540026]","[-122.41920604378338, 37.76023535500212]",178.364462066
13123,5,B,FOLSOM ST,5693000,24126000,24123000,"[-122.41499861706703, 37.7620991612851]","[-122.41484189175769, 37.760498872316546]",178.36451428
13124,5,B,YORK ST,13772000,23969000,23957000,"[-122.40834278429028, 37.75445287146607]","[-122.40818896779273, 37.75285240446529]",178.364802581
13125,3,B,SOUTH VAN NESS AVE,12029000,24081000,24075000,"[-122.41656664078381, 37.7555682781365]","[-122.41641348911443, 37.75396776969785]",178.364962602
13126,5,B,SHOTWELL ST,11836000,24127000,24125000,"[-122.41607798635253, 37.76203400174074]","[-122.41592874560499, 37.760433261400266]",178.364985684
13127,5,B,HAMPSHIRE ST,6658000,23950000,23948000,"[-122.40713900816694, 37.7513102310843]","[-122.40689644798472, 37.74971662804854]",178.367177364
13128,5,B,SHOTWELL ST,11840000,24078000,24065000,"[-122.41547327380587, 37.75563410835617]","[-122.4153201404759, 37.754033533709695]",178.372176542
13129,3,F,GUERRERO ST,6584201,25623000,25607000,"[-122.42318100015704, 37.755169794049934]","[-122.42302846439841, 37.75356918080204]",178.372507853
13130,5,B,HAVELOCK ST,6778000,22116000,22119000,"[-122.44158191723601, 37.72675887510856]","[-122.44361125108917, 37.72674347390411]",178.372586932
13131,5,B,DIAMOND ST,4738000,25818000,25816000,"[-122.43719062736436, 37.76075810788198]","[-122.43703850927984, 37.759157423900284]",178.377516986
13132,5,B,DIAMOND ST,4739000,25816000,25779000,"[-122.43703850927984, 37.759157423900284]","[-122.43688639656794, 37.757556737497076]",178.377771622
13133,5,B,FOLSOM ST,5697000,24077000,23991000,"[-122.41438760136715, 37.755699464556365]","[-122.41423350930643, 37.75409888283819]",178.379332573
13134,3,F,GUERRERO ST,6576201,25835000,25701000,"[-122.42441168989433, 37.768006425011784]","[-122.42425811343622, 37.76640576724979]",178.384156486
13135,5,B,FLORIDA ST,5630000,23956000,21141000,"[-122.40991440189441, 37.75114504791025]","[-122.40976175916369, 37.74954431476396]",178.386555113
13136,5,B,ALABAMA ST,2116000,23993000,23977000,"[-122.41127261961053, 37.755887568572376]","[-122.41112012455223, 37.75428677056542]",178.392702829
13137,5,F,RAMONA AVE,10898000,25837000,25838000,"[-122.42535353532207, 37.76794970579583]","[-122.42520013164847, 37.766348828899396]",178.407291765
13138,5,B,SHOTWELL ST,11835000,24135000,24127000,"[-122.41622727098948, 37.763635137375005]","[-122.41607798635253, 37.76203400174074]",178.409056477
13139,5,B,CAPP ST,3681000,24070000,24068000,"[-122.41735781717259, 37.752305978727456]","[-122.41720090562451, 37.75070518355431]",178.422002883
13140,5,B,LEE AVE,8282000,22220000,22223000,"[-122.45410655231525, 37.721851371096704]","[-122.45411575309892, 37.72345700698417]",178.428302994
13141,1,F,HWY 101 SOUTHBOUND,19267001,52156000,54088000,"[-122.4181603717571, 37.7697077129737]","[-122.41613945080736, 37.76954547381168]",178.435200522
13142,5,B,FLORIDA ST,5625000,24029000,23995000,"[-122.4107585433557, 37.75913395927708]","[-122.41052654536064, 37.75753872304842]",178.438722788
13143,5,B,FLORIDA ST,5627000,23992000,23961000,"[-122.41037335376922, 37.755941773414314]","[-122.41021992548505, 37.75434061479036]",178.438837921
13144,4,B,BRYANT ST,3313000,23960000,23958000,"[-122.40925335719383, 37.75439842115191]","[-122.40912990909452, 37.752795584015146]",178.445394465
13145,5,T,BALMY ST,2699000,23985000,23986000,"[-122.41246351190658, 37.75260114629896]","[-122.41231259378796, 37.750999775997926]",178.445814788
13146,5,B,ALABAMA ST,2119000,23974000,21170000,"[-122.41081071239117, 37.75109168838395]","[-122.41065799761797, 37.74949040208951]",178.448326444
13147,5,B,DARIEN WAY,4593000,22684000,22678000,"[-122.46341783863697, 37.72989829170119]","[-122.46152436260925, 37.72931859925305]",178.449838484
13148,5,B,TREAT AVE,12688000,23997000,23988000,"[-122.41329404948372, 37.75576591376167]","[-122.41314088890098, 37.75416458139764]",178.456316971
13149,5,B,MONTICELLO ST,9326000,22739000,22737000,"[-122.47077902814574, 37.721637300931896]","[-122.47018095835274, 37.72317201891274]",178.46391122
13150,5,B,HARRISON ST,6756000,23979000,23978000,"[-122.41204726587253, 37.75423033112419]","[-122.41189982165898, 37.75262858994386]",178.464477649
13151,5,T,LUCKY ST,8529000,23989000,23982000,"[-122.41351716326432, 37.75253788521544]","[-122.41336451476514, 37.75093639977902]",178.469936057
13152,5,F,COLLINGWOOD ST,4270000,25815000,25812000,"[-122.4361141084292, 37.7608239949291]","[-122.4359566987716, 37.75922266237731]",178.48480331
13153,5,B,HOFFMAN AVE,6941000,26083000,26082000,"[-122.44061600459015, 37.75090209808303]","[-122.4404585867249, 37.74930075689174]",178.485960085
13154,5,B,DE HARO ST,4635000,23740000,23739000,"[-122.40111160983312, 37.759733769033694]","[-122.40095977233216, 37.758132088381586]",178.486130851
13155,5,B,FLORIDA ST,5628000,23961000,23959000,"[-122.41021992548505, 37.75434061479036]","[-122.41006640646856, 37.752739024520665]",178.487291867
13156,5,B,AMES ST,2259000,25624000,25625000,"[-122.42375718834938, 37.75513652045458]","[-122.42360075606304, 37.75353503136797]",178.495595645
13157,4,B,BRYANT ST,3312000,23971000,23960000,"[-122.409433068639, 37.75599844199572]","[-122.40925335719383, 37.75439842115191]",178.502187359
13158,5,B,SAINT ELMO WAY,11293000,22681000,22680000,"[-122.45970121200835, 37.7318858111739]","[-122.46057333762623, 37.73043498497426]",178.516198996
13159,5,B,EUREKA ST,5319000,25817000,25781000,"[-122.4381123548207, 37.75909265521429]","[-122.43795911602952, 37.75749071849302]",178.523757527
13160,3,B,SOUTH VAN NESS AVE,12031000,24063000,24062000,"[-122.41626551032715, 37.75237278851543]","[-122.4161076204485, 37.75077108714643]",178.529061139
13161,5,B,HARRISON ST,6755000,23994000,23979000,"[-122.41219789240749, 37.75583251131553]","[-122.41204726587253, 37.75423033112419]",178.53362142
13162,5,B,YORK ST,13771000,23970000,23969000,"[-122.40849924102366, 37.75605471459889]","[-122.40834278429028, 37.75445287146607]",178.534974524
13163,5,B,ALABAMA ST,2117000,23977000,23976000,"[-122.41112012455223, 37.75428677056542]","[-122.41096266165074, 37.75268488820889]",178.54617391
13164,5,B,FREELON ST,5858000,23832000,50010000,"[-122.3970617161945, 37.778751053419725]","[-122.39849897152621, 37.777614743677496]",178.551217136
13165,3,T,DOLORES ST,4875101,25635000,25631000,"[-122.42561221586101, 37.756631382806155]","[-122.42545718011584, 37.75502907909482]",178.576430013
13166,3,F,DOLORES ST,4875201,25635000,25631000,"[-122.42561221586101, 37.756631382806155]","[-122.42545718011584, 37.75502907909482]",178.576430013
13167,5,B,HAMPSHIRE ST,6655000,23966000,23965000,"[-122.40760186835273, 37.75610878375922]","[-122.40744856068268, 37.754506337248465]",178.580743962
13168,5,B,HAMPSHIRE ST,6653000,24002000,23968000,"[-122.40794002510482, 37.75930517439506]","[-122.40775446389058, 37.75770485613642]",178.581228757
13169,3,T,GUERRERO ST,6579101,25690000,25677000,"[-122.4239592428949, 37.76316782451272]","[-122.42380067089667, 37.761565673141476]",178.583423827
13170,5,B,FAIR OAKS ST,5382000,25626000,25608000,"[-122.4242897619406, 37.75510576312023]","[-122.42413623493873, 37.75350307535046]",178.608945635
13171,5,B,PERRY ST,10359000,50001000,20657000,"[-122.39539705869804, 37.7832506345624]","[-122.39684142738467, 37.782119122465254]",178.612291205
13172,5,B,HARTFORD ST,6768000,25788000,25789000,"[-122.43374454453256, 37.75935630750701]","[-122.43359109248559, 37.75775352126505]",178.619301449
13173,5,B,CAPP ST,3676000,24131000,24130000,"[-122.41811811900347, 37.760301061425075]","[-122.41796470514254, 37.75869827257381]",178.619324412
13174,4,B,MISSION ST,9121000,24145000,24144000,"[-122.41920604378338, 37.76023535500212]","[-122.41905260658952, 37.75863256754868]",178.619325115
13175,3,B,SOUTH VAN NESS AVE,12026000,24129000,24128000,"[-122.41702581512229, 37.760367022763376]","[-122.41687248135196, 37.758764228883656]",178.619349903
13176,4,B,CASTRO ST,3792000,25811000,25756000,"[-122.43485368095365, 37.75928917091022]","[-122.43469758366432, 37.75768654358163]",178.619386222
13177,3,T,GUERRERO ST,6581101,25676000,25671000,"[-122.42364130764481, 37.75996737604093]","[-122.42348853128199, 37.758364548605805]",178.619387104
13178,5,F,LEXINGTON ST,8319000,24155000,24151000,"[-122.42065953395536, 37.7601475536485]","[-122.42050683286952, 37.758544721313754]",178.619430748
13179,5,B,FOLSOM ST,5694000,24123000,24122000,"[-122.41484189175769, 37.760498872316546]","[-122.41469003061505, 37.75889598938509]",178.619505731
13180,5,B,SHOTWELL ST,11837000,24125000,24124000,"[-122.41592874560499, 37.760433261400266]","[-122.41577929789688, 37.75883023209602]",178.620016319
13181,5,T,BARTLETT ST,2742000,24114000,24112000,"[-122.42001109767833, 37.756968601933266]","[-122.41985794279228, 37.75536572964592]",178.626900216
13182,5,T,SAN CARLOS ST,11405000,24148000,24146000,"[-122.41997494651449, 37.76018891016441]","[-122.41984131661086, 37.75858492570167]",178.629163151
13183,5,B,CHATTANOOGA ST,3910000,25656000,25620000,"[-122.42663400783238, 37.754962268353054]","[-122.42647785203783, 37.75335955274936]",178.629623167
13184,4,T,POTRERO AVE,10669101,23964000,23963000,"[-122.40663579874222, 37.7561669837339]","[-122.40648045807467, 37.75456421232283]",178.630303237
13185,4,F,POTRERO AVE,10669201,23964000,23963000,"[-122.40663579874222, 37.7561669837339]","[-122.40648045807467, 37.75456421232283]",178.630303237
13186,5,B,SHOTWELL ST,11842000,24064000,24059000,"[-122.41517228928016, 37.75243964536195]","[-122.41501433108752, 37.750836981534384]",178.636156529
13187,4,T,POTRERO AVE,10666101,24001000,24000000,"[-122.40694687353823, 37.75936548908196]","[-122.4067997366996, 37.757762057904536]",178.649762637
13188,4,F,POTRERO AVE,10666201,24001000,24000000,"[-122.40694687353823, 37.75936548908196]","[-122.4067997366996, 37.757762057904536]",178.649762637
13189,5,B,16TH ST,15049000,34190000,23575000,"[-122.38613561976935, 37.767075977754345]","[-122.38816413710474, 37.76695791046076]",178.677988193
13190,5,B,YORK ST,13769000,24006000,23972000,"[-122.40890372537662, 37.759246641392785]","[-122.40865127283628, 37.757651117003526]",178.684682298
13191,5,B,FOLSOM ST,5699000,23990000,23984000,"[-122.41408603126497, 37.75250606531997]","[-122.41392577342944, 37.750902580720755]",178.742892078
13192,3,T,SLOAT BLVD,11962101,23447000,23453000,"[-122.50109748317796, 37.735206481269834]","[-122.50310475902428, 37.73546649177785]",178.755788834
13193,3,B,SOUTH VAN NESS AVE,12024000,24139000,24132000,"[-122.41733240618511, 37.76357160349597]","[-122.41717893641471, 37.76196752866462]",178.762147462
13194,5,T,KEYES AVE,19603000,51264000,51550000,"[-122.45636428777436, 37.800185576614]","[-122.45757162375324, 37.79889001687772]",178.789539157
13195,5,B,QUANE ST,10804000,25630000,25615000,"[-122.42482269211892, 37.755074983128786]","[-122.42466749694442, 37.753470517053245]",178.817113299
13196,5,B,TREAT AVE,12690000,23987000,23980000,"[-122.41299517479317, 37.752572756258346]","[-122.41283855448924, 37.75096808861166]",178.849073839
13197,5,B,CHURCH ST,4024000,25659000,25641000,"[-122.42773556035897, 37.754896720390335]","[-122.42758322567491, 37.75329178581698]",178.850042737
13198,5,B,FOUNTAIN ST,5739000,26086000,22322000,"[-122.44168721249797, 37.75083608094751]","[-122.44153807725574, 37.749230817380585]",178.865739871
13199,5,B,FOERSTER ST,5648000,22355000,22295000,"[-122.4480008691908, 37.73660203936482]","[-122.44640535677667, 37.73560224055062]",178.898198728
13200,4,F,HOWARD ST,7042000,23947000,23946000,"[-122.40571873939696, 37.78087837401192]","[-122.40715948802982, 37.779738905557494]",179.013812119
13201,5,B,DIAMOND ST,4741000,25774000,25771000,"[-122.43674360729523, 37.75596580179891]","[-122.43659981375647, 37.75435870422525]",179.0352012
13202,4,T,OCEAN AVE,9816101,22193000,33430000,"[-122.44955861989263, 37.72296131969579]","[-122.45159516617868, 37.72299178400093]",179.039430171
13203,4,F,OCEAN AVE,9816201,22193000,33430000,"[-122.44955861989263, 37.72296131969579]","[-122.45159516617868, 37.72299178400093]",179.039430171
13204,5,B,VICKSBURG ST,13275000,25664000,25651000,"[-122.42884939294376, 37.75483209485684]","[-122.42869535882427, 37.75322514425212]",179.084669753
13205,5,B,FAIR OAKS ST,5384000,25605000,25604000,"[-122.42398839754028, 37.75191129447563]","[-122.42382985093936, 37.75030448339769]",179.099652315
13206,4,F,SUNSET BLVD,12289201,23367000,33563000,"[-122.49405381822608, 37.73663508702908]","[-122.4940148770026, 37.735023413494346]",179.130098052
13207,5,B,MENDELL ST,8954000,33105000,20232000,"[-122.3831182202597, 37.74388333661671]","[-122.38385037545179, 37.742378751868095]",179.148412197
13208,5,B,CRESTA VISTA DR,4510000,33008000,33009000,"[-122.45758863968338, 37.735561213198665]","[-122.45555138079904, 37.73550216344035]",179.159908733
13209,5,B,CAMBON DR,3615000,23017000,33480000,"[-122.47438270458518, 37.7175074857486]","[-122.47444642824198, 37.715895868932094]",179.1786843
13210,5,F,08TH AVE,403000,27091000,27040000,"[-122.4644177845865, 37.75231901959621]","[-122.4641861013726, 37.75071699501108]",179.185232455
13211,5,B,SAN FERNANDO WAY,11413000,22935000,22936000,"[-122.46968665641555, 37.73478639259846]","[-122.46955889849188, 37.733177009907884]",179.194938366
